timestamp,location-long,location-lat,sensor-type,individual-local-identifier
31:00.0,-75.468897,4.720987,gps,1(T5H-1363)
00:00.0,-75.46876,4.721028,gps,1(T5H-1363)
01:00.0,-75.468632,4.720878,gps,1(T5H-1363)
01:00.0,-75.46857,4.721077,gps,1(T5H-1363)
31:00.0,-75.468765,4.721137,gps,1(T5H-1363)
00:00.0,-75.468585,4.720963,gps,1(T5H-1363)
30:00.0,-75.468688,4.721008,gps,1(T5H-1363)
30:00.0,-75.468575,4.720778,gps,1(T5H-1363)
00:00.0,-75.468358,4.720662,gps,1(T5H-1363)
01:00.0,-75.4683,4.72097,gps,1(T5H-1363)
01:00.0,-75.468505,4.720853,gps,1(T5H-1363)
31:00.0,-75.468482,4.721053,gps,1(T5H-1363)
00:00.0,-75.468517,4.720938,gps,1(T5H-1363)
31:00.0,-75.468208,4.721615,gps,1(T5H-1363)
00:00.0,-75.468687,4.720983,gps,1(T5H-1363)
31:00.0,-75.468667,4.720837,gps,1(T5H-1363)
31:00.0,-75.468823,4.721052,gps,1(T5H-1363)
01:00.0,-75.468645,4.721028,gps,1(T5H-1363)
31:00.0,-75.468633,4.721028,gps,1(T5H-1363)
31:00.0,-75.468715,4.721125,gps,1(T5H-1363)
31:00.0,-75.468663,4.720962,gps,1(T5H-1363)
01:00.0,-75.468507,4.721052,gps,1(T5H-1363)
00:00.0,-75.46872,4.720963,gps,1(T5H-1363)
31:00.0,-75.468927,4.721245,gps,1(T5H-1363)
01:00.0,-75.468343,4.720668,gps,1(T5H-1363)
01:00.0,-75.468623,4.720952,gps,1(T5H-1363)
31:00.0,-75.467852,4.720253,gps,1(T5H-1363)
00:00.0,-75.46888,4.721102,gps,1(T5H-1363)
31:00.0,-75.468327,4.720908,gps,1(T5H-1363)
00:00.0,-75.464963,4.721248,gps,1(T5H-1363)
30:00.0,-75.467193,4.717923,gps,1(T5H-1363)
01:00.0,-75.468717,4.720877,gps,1(T5H-1363)
30:00.0,-75.468172,4.721015,gps,1(T5H-1363)
00:00.0,-75.46775,4.721035,gps,1(T5H-1363)
31:00.0,-75.468365,4.72094,gps,1(T5H-1363)
00:00.0,-75.468558,4.720687,gps,1(T5H-1363)
31:00.0,-75.468247,4.720182,gps,1(T5H-1363)
01:00.0,-75.4694,4.721192,gps,1(T5H-1363)
01:00.0,-75.468618,4.720575,gps,1(T5H-1363)
01:00.0,-75.468552,4.720978,gps,1(T5H-1363)
30:00.0,-75.468383,4.720772,gps,1(T5H-1363)
01:00.0,-75.46793,4.7208,gps,1(T5H-1363)
31:00.0,-75.46834,4.720717,gps,1(T5H-1363)
00:00.0,-75.468605,4.72052,gps,1(T5H-1363)
31:00.0,-75.468887,4.722145,gps,1(T5H-1363)
01:00.0,-75.468775,4.720962,gps,1(T5H-1363)
30:00.0,-75.468332,4.720433,gps,1(T5H-1363)
00:00.0,-75.467882,4.721238,gps,1(T5H-1363)
01:00.0,-75.467912,4.720885,gps,1(T5H-1363)
31:00.0,-75.468723,4.721112,gps,1(T5H-1363)
01:00.0,-75.468788,4.721043,gps,1(T5H-1363)
00:00.0,-75.467638,4.720173,gps,1(T5H-1363)
31:00.0,-75.468653,4.721147,gps,1(T5H-1363)
30:00.0,-75.468702,4.721022,gps,1(T5H-1363)
00:00.0,-75.46946,4.719455,gps,1(T5H-1363)
01:00.0,-75.468818,4.721235,gps,1(T5H-1363)
30:00.0,-75.4685,4.720972,gps,1(T5H-1363)
31:00.0,-75.467355,4.720852,gps,1(T5H-1363)
00:00.0,-75.46909,4.721155,gps,1(T5H-1363)
31:00.0,-75.468487,4.720965,gps,1(T5H-1363)
00:00.0,-75.468985,4.720417,gps,1(T5H-1363)
00:00.0,-75.46869,4.72113,gps,1(T5H-1363)
30:00.0,-75.467667,4.720943,gps,1(T5H-1363)
00:00.0,-75.468672,4.721137,gps,1(T5H-1363)
31:00.0,-75.468127,4.721035,gps,1(T5H-1363)
01:00.0,-75.469552,4.721583,gps,1(T5H-1363)
00:00.0,-75.468507,4.721022,gps,1(T5H-1363)
31:00.0,-75.468482,4.72107,gps,1(T5H-1363)
31:00.0,-75.467797,4.721223,gps,1(T5H-1363)
00:00.0,-75.468095,4.721168,gps,1(T5H-1363)
30:00.0,-75.468785,4.720758,gps,1(T5H-1363)
00:00.0,-75.468823,4.7211,gps,1(T5H-1363)
00:00.0,-75.468415,4.72066,gps,1(T5H-1363)
01:00.0,-75.468872,4.721238,gps,1(T5H-1363)
31:00.0,-75.467517,4.720887,gps,1(T5H-1363)
00:00.0,-75.469287,4.721277,gps,1(T5H-1363)
31:00.0,-75.46881,4.720652,gps,1(T5H-1363)
00:00.0,-75.46905,4.720343,gps,1(T5H-1363)
31:00.0,-75.468253,4.720165,gps,1(T5H-1363)
00:00.0,-75.469162,4.721297,gps,1(T5H-1363)
31:00.0,-75.468618,4.72074,gps,1(T5H-1363)
31:00.0,-75.467468,4.72123,gps,1(T5H-1363)
31:00.0,-75.468833,4.720215,gps,1(T5H-1363)
30:00.0,-75.468348,4.720933,gps,1(T5H-1363)
30:00.0,-75.468498,4.720898,gps,1(T5H-1363)
01:00.0,-75.468732,4.72114,gps,1(T5H-1363)
30:00.0,-75.468563,4.720935,gps,1(T5H-1363)
31:00.0,-75.468935,4.720918,gps,1(T5H-1363)
00:00.0,-75.46871,4.721108,gps,1(T5H-1363)
01:00.0,-75.468667,4.720943,gps,1(T5H-1363)
31:00.0,-75.468897,4.720852,gps,1(T5H-1363)
00:00.0,-75.46858,4.72104,gps,1(T5H-1363)
30:00.0,-75.468775,4.721298,gps,1(T5H-1363)
31:00.0,-75.46849,4.720183,gps,1(T5H-1363)
01:00.0,-75.470008,4.7218,gps,1(T5H-1363)
30:00.0,-75.468758,4.721025,gps,1(T5H-1363)
00:00.0,-75.467922,4.720503,gps,1(T5H-1363)
01:00.0,-75.468787,4.720485,gps,1(T5H-1363)
01:00.0,-75.469198,4.72043,gps,1(T5H-1363)
00:00.0,-75.466793,4.720975,gps,1(T5H-1363)
30:00.0,-75.468845,4.720553,gps,1(T5H-1363)
00:00.0,-75.467945,4.720487,gps,1(T5H-1363)
31:00.0,-75.472313,4.722948,gps,1(T5H-1363)
01:00.0,-75.466507,4.718522,gps,1(T5H-1363)
31:00.0,-75.46787,4.720548,gps,1(T5H-1363)
31:00.0,-75.468952,4.720322,gps,1(T5H-1363)
01:00.0,-75.470092,4.722362,gps,1(T5H-1363)
31:00.0,-75.467875,4.71964,gps,1(T5H-1363)
31:00.0,-75.467537,4.718885,gps,1(T5H-1363)
31:00.0,-75.467912,4.720527,gps,1(T5H-1363)
00:00.0,-75.467882,4.720063,gps,1(T5H-1363)
30:00.0,-75.46842,4.721212,gps,1(T5H-1363)
00:00.0,-75.470478,4.722258,gps,1(T5H-1363)
01:00.0,-75.46876,4.722035,gps,1(T5H-1363)
31:00.0,-75.471067,4.721902,gps,1(T5H-1363)
31:00.0,-75.467775,4.721253,gps,1(T5H-1363)
31:00.0,-75.468395,4.721065,gps,1(T5H-1363)
01:00.0,-75.467773,4.72038,gps,1(T5H-1363)
31:00.0,-75.469953,4.721772,gps,1(T5H-1363)
30:00.0,-75.467305,4.721147,gps,1(T5H-1363)
01:00.0,-75.468537,4.720568,gps,1(T5H-1363)
30:00.0,-75.468163,4.721143,gps,1(T5H-1363)
01:00.0,-75.468125,4.720872,gps,1(T5H-1363)
31:00.0,-75.469507,4.720757,gps,1(T5H-1363)
00:00.0,-75.467868,4.721083,gps,1(T5H-1363)
31:00.0,-75.467383,4.720975,gps,1(T5H-1363)
31:00.0,-75.47155,4.72299,gps,1(T5H-1363)
01:00.0,-75.468005,4.71959,gps,1(T5H-1363)
31:00.0,-75.467692,4.72072,gps,1(T5H-1363)
01:00.0,-75.467683,4.72072,gps,1(T5H-1363)
31:00.0,-75.46624,4.718988,gps,1(T5H-1363)
01:00.0,-75.467977,4.719538,gps,1(T5H-1363)
30:00.0,-75.470368,4.721742,gps,1(T5H-1363)
31:00.0,-75.467902,4.720347,gps,1(T5H-1363)
31:00.0,-75.469072,4.721685,gps,1(T5H-1363)
01:00.0,-75.468242,4.719977,gps,1(T5H-1363)
31:00.0,-75.465028,4.722013,gps,1(T5H-1363)
31:00.0,-75.471745,4.722263,gps,1(T5H-1363)
01:00.0,-75.468127,4.72123,gps,1(T5H-1363)
30:00.0,-75.467067,4.721065,gps,1(T5H-1363)
00:00.0,-75.46681,4.720543,gps,1(T5H-1363)
31:00.0,-75.467855,4.720708,gps,1(T5H-1363)
00:00.0,-75.469682,4.719718,gps,1(T5H-1363)
01:00.0,-75.467505,4.720775,gps,1(T5H-1363)
01:00.0,-75.46773,4.721105,gps,1(T5H-1363)
31:00.0,-75.46814,4.721483,gps,1(T5H-1363)
31:00.0,-75.468782,4.721482,gps,1(T5H-1363)
01:00.0,-75.468627,4.720957,gps,1(T5H-1363)
30:00.0,-75.468602,4.720998,gps,1(T5H-1363)
00:00.0,-75.468675,4.721063,gps,1(T5H-1363)
31:00.0,-75.46855,4.72106,gps,1(T5H-1363)
31:00.0,-75.468502,4.720823,gps,1(T5H-1363)
01:00.0,-75.468697,4.721082,gps,1(T5H-1363)
00:00.0,-75.46799,4.721072,gps,1(T5H-1363)
31:00.0,-75.468767,4.720675,gps,1(T5H-1363)
00:00.0,-75.468302,4.720945,gps,1(T5H-1363)
30:00.0,-75.468145,4.720963,gps,1(T5H-1363)
30:00.0,-75.468718,4.720977,gps,1(T5H-1363)
01:00.0,-75.467943,4.72088,gps,1(T5H-1363)
00:00.0,-75.468185,4.721178,gps,1(T5H-1363)
00:00.0,-75.468848,4.721175,gps,1(T5H-1363)
01:00.0,-75.468653,4.720853,gps,1(T5H-1363)
01:00.0,-75.468467,4.720777,gps,1(T5H-1363)
31:00.0,-75.468413,4.721,gps,1(T5H-1363)
01:00.0,-75.46834,4.72076,gps,1(T5H-1363)
01:00.0,-75.468303,4.721053,gps,1(T5H-1363)
30:00.0,-75.468592,4.720825,gps,1(T5H-1363)
01:00.0,-75.468492,4.721058,gps,1(T5H-1363)
30:00.0,-75.468397,4.720872,gps,1(T5H-1363)
31:00.0,-75.468672,4.720673,gps,1(T5H-1363)
00:00.0,-75.46854,4.720832,gps,1(T5H-1363)
01:00.0,-75.469327,4.721327,gps,1(T5H-1363)
00:00.0,-75.468717,4.720982,gps,1(T5H-1363)
31:00.0,-75.46906,4.720897,gps,1(T5H-1363)
01:00.0,-75.469278,4.721068,gps,1(T5H-1363)
01:00.0,-75.468562,4.721008,gps,1(T5H-1363)
01:00.0,-75.468853,4.720678,gps,1(T5H-1363)
31:00.0,-75.468335,4.720887,gps,1(T5H-1363)
01:00.0,-75.46816,4.720482,gps,1(T5H-1363)
31:00.0,-75.468753,4.721142,gps,1(T5H-1363)
01:00.0,-75.469243,4.721158,gps,1(T5H-1363)
01:00.0,-75.468707,4.721332,gps,1(T5H-1363)
01:00.0,-75.468752,4.720703,gps,1(T5H-1363)
00:00.0,-75.467677,4.72031,gps,1(T5H-1363)
01:00.0,-75.467963,4.720738,gps,1(T5H-1363)
00:00.0,-75.46868,4.721088,gps,1(T5H-1363)
01:00.0,-75.469812,4.720065,gps,1(T5H-1363)
00:00.0,-75.46819,4.720972,gps,1(T5H-1363)
30:00.0,-75.468113,4.720938,gps,1(T5H-1363)
31:00.0,-75.468395,4.72099,gps,1(T5H-1363)
01:00.0,-75.468618,4.720535,gps,1(T5H-1363)
31:00.0,-75.468577,4.720637,gps,1(T5H-1363)
01:00.0,-75.468567,4.720637,gps,1(T5H-1363)
31:00.0,-75.468432,4.720752,gps,1(T5H-1363)
31:00.0,-75.468293,4.720923,gps,1(T5H-1363)
01:00.0,-75.46606,4.723795,gps,1(T5H-1363)
30:00.0,-75.468658,4.720818,gps,1(T5H-1363)
01:00.0,-75.468758,4.7208,gps,1(T5H-1363)
30:00.0,-75.468385,4.720668,gps,1(T5H-1363)
31:00.0,-75.46827,4.72117,gps,1(T5H-1363)
30:00.0,-75.468612,4.721122,gps,1(T5H-1363)
01:00.0,-75.468432,4.720992,gps,1(T5H-1363)
00:00.0,-75.468683,4.72041,gps,1(T5H-1363)
30:00.0,-75.467923,4.720095,gps,1(T5H-1363)
01:00.0,-75.468558,4.720705,gps,1(T5H-1363)
01:00.0,-75.468943,4.720712,gps,1(T5H-1363)
31:00.0,-75.468595,4.720763,gps,1(T5H-1363)
31:00.0,-75.468525,4.721032,gps,1(T5H-1363)
31:00.0,-75.468663,4.721083,gps,1(T5H-1363)
30:00.0,-75.468907,4.721168,gps,1(T5H-1363)
01:00.0,-75.468652,4.720837,gps,1(T5H-1363)
00:00.0,-75.464515,4.731195,gps,2(T5H-1362)
01:00.0,-75.464193,4.73062,gps,2(T5H-1362)
00:00.0,-75.464868,4.73087,gps,2(T5H-1362)
00:00.0,-75.467632,4.729375,gps,2(T5H-1362)
00:00.0,-75.468878,4.726482,gps,2(T5H-1362)
01:00.0,-75.46244,4.73351,gps,2(T5H-1362)
01:00.0,-75.457722,4.732868,gps,2(T5H-1362)
00:00.0,-75.459155,4.733793,gps,2(T5H-1362)
00:00.0,-75.465347,4.72934,gps,2(T5H-1362)
01:00.0,-75.465067,4.730262,gps,2(T5H-1362)
01:00.0,-75.462762,4.735207,gps,2(T5H-1362)
01:00.0,-75.459235,4.733995,gps,2(T5H-1362)
00:00.0,-75.45948,4.734075,gps,2(T5H-1362)
01:00.0,-75.459425,4.733827,gps,2(T5H-1362)
01:00.0,-75.45943,4.734033,gps,2(T5H-1362)
01:00.0,-75.45938,4.733953,gps,2(T5H-1362)
00:00.0,-75.464507,4.729557,gps,2(T5H-1362)
00:00.0,-75.464678,4.729263,gps,2(T5H-1362)
01:00.0,-75.458103,4.726913,gps,2(T5H-1362)
00:00.0,-75.458405,4.726498,gps,2(T5H-1362)
01:00.0,-75.458585,4.726035,gps,2(T5H-1362)
01:00.0,-75.458947,4.726185,gps,2(T5H-1362)
00:00.0,-75.458542,4.726732,gps,2(T5H-1362)
01:00.0,-75.458005,4.724568,gps,2(T5H-1362)
01:00.0,-75.458228,4.725005,gps,2(T5H-1362)
00:00.0,-75.458183,4.725562,gps,2(T5H-1362)
01:00.0,-75.458697,4.725418,gps,2(T5H-1362)
01:00.0,-75.458307,4.725603,gps,2(T5H-1362)
00:00.0,-75.458637,4.725203,gps,2(T5H-1362)
00:00.0,-75.45864,4.724872,gps,2(T5H-1362)
00:00.0,-75.458423,4.724728,gps,2(T5H-1362)
00:00.0,-75.458055,4.724992,gps,2(T5H-1362)
00:00.0,-75.458072,4.725053,gps,2(T5H-1362)
00:00.0,-75.458007,4.72506,gps,2(T5H-1362)
00:00.0,-75.45829,4.725165,gps,2(T5H-1362)
00:00.0,-75.458395,4.725218,gps,2(T5H-1362)
01:00.0,-75.460208,4.725172,gps,2(T5H-1362)
00:00.0,-75.460798,4.724865,gps,2(T5H-1362)
00:00.0,-75.460903,4.724892,gps,2(T5H-1362)
01:00.0,-75.459625,4.725577,gps,2(T5H-1362)
01:00.0,-75.460148,4.724782,gps,2(T5H-1362)
00:00.0,-75.459982,4.724633,gps,2(T5H-1362)
00:00.0,-75.460227,4.72462,gps,2(T5H-1362)
00:00.0,-75.460215,4.724908,gps,2(T5H-1362)
00:00.0,-75.460072,4.724317,gps,2(T5H-1362)
01:00.0,-75.459322,4.726703,gps,2(T5H-1362)
00:00.0,-75.45917,4.726813,gps,2(T5H-1362)
01:00.0,-75.458053,4.727765,gps,2(T5H-1362)
01:00.0,-75.458527,4.726132,gps,2(T5H-1362)
01:00.0,-75.458127,4.726173,gps,2(T5H-1362)
00:00.0,-75.45898,4.726463,gps,2(T5H-1362)
01:00.0,-75.4581,4.726615,gps,2(T5H-1362)
01:00.0,-75.457218,4.72566,gps,2(T5H-1362)
01:00.0,-75.457192,4.725727,gps,2(T5H-1362)
00:00.0,-75.460028,4.726707,gps,2(T5H-1362)
00:00.0,-75.45922,4.726573,gps,2(T5H-1362)
01:00.0,-75.460568,4.726292,gps,2(T5H-1362)
01:00.0,-75.46095,4.726305,gps,2(T5H-1362)
01:00.0,-75.462068,4.72549,gps,2(T5H-1362)
01:00.0,-75.461107,4.724978,gps,2(T5H-1362)
01:00.0,-75.460728,4.725843,gps,2(T5H-1362)
01:00.0,-75.461452,4.726353,gps,2(T5H-1362)
01:00.0,-75.459783,4.725263,gps,2(T5H-1362)
00:00.0,-75.459782,4.725028,gps,2(T5H-1362)
01:00.0,-75.460393,4.72643,gps,2(T5H-1362)
01:00.0,-75.46183,4.728205,gps,2(T5H-1362)
00:00.0,-75.462012,4.727157,gps,2(T5H-1362)
00:00.0,-75.462717,4.727395,gps,2(T5H-1362)
01:00.0,-75.462688,4.726232,gps,2(T5H-1362)
00:00.0,-75.462497,4.72744,gps,2(T5H-1362)
01:00.0,-75.460497,4.726537,gps,2(T5H-1362)
01:00.0,-75.460473,4.726325,gps,2(T5H-1362)
01:00.0,-75.460668,4.726355,gps,2(T5H-1362)
00:00.0,-75.462975,4.726195,gps,2(T5H-1362)
00:00.0,-75.463047,4.726313,gps,2(T5H-1362)
00:00.0,-75.463095,4.726465,gps,2(T5H-1362)
01:00.0,-75.463135,4.725312,gps,2(T5H-1362)
00:00.0,-75.462948,4.72523,gps,2(T5H-1362)
01:00.0,-75.462585,4.72548,gps,2(T5H-1362)
01:00.0,-75.462398,4.725177,gps,2(T5H-1362)
01:00.0,-75.462373,4.725883,gps,2(T5H-1362)
00:00.0,-75.462607,4.725787,gps,2(T5H-1362)
01:00.0,-75.462787,4.725538,gps,2(T5H-1362)
00:00.0,-75.46248,4.725522,gps,2(T5H-1362)
00:00.0,-75.462073,4.724487,gps,2(T5H-1362)
00:00.0,-75.462025,4.724613,gps,2(T5H-1362)
00:00.0,-75.461893,4.724568,gps,2(T5H-1362)
00:00.0,-75.461668,4.724965,gps,2(T5H-1362)
00:00.0,-75.461633,4.724953,gps,2(T5H-1362)
00:00.0,-75.46225,4.726077,gps,2(T5H-1362)
00:00.0,-75.462867,4.726388,gps,2(T5H-1362)
01:00.0,-75.462928,4.72635,gps,2(T5H-1362)
00:00.0,-75.464537,4.726282,gps,2(T5H-1362)
01:00.0,-75.46225,4.72679,gps,2(T5H-1362)
01:00.0,-75.461973,4.726745,gps,2(T5H-1362)
01:00.0,-75.461877,4.726348,gps,2(T5H-1362)
00:00.0,-75.461955,4.726437,gps,2(T5H-1362)
01:00.0,-75.462288,4.72657,gps,2(T5H-1362)
01:00.0,-75.462095,4.72626,gps,2(T5H-1362)
01:00.0,-75.46166,4.7264,gps,2(T5H-1362)
00:00.0,-75.461725,4.726605,gps,2(T5H-1362)
00:00.0,-75.461993,4.726635,gps,2(T5H-1362)
01:00.0,-75.461635,4.726727,gps,2(T5H-1362)
00:00.0,-75.46197,4.726562,gps,2(T5H-1362)
00:00.0,-75.461572,4.726958,gps,2(T5H-1362)
00:00.0,-75.462323,4.727462,gps,2(T5H-1362)
00:00.0,-75.461495,4.727077,gps,2(T5H-1362)
00:00.0,-75.461477,4.72674,gps,2(T5H-1362)
01:00.0,-75.463882,4.723258,gps,2(T5H-1362)
00:00.0,-75.462417,4.72536,gps,2(T5H-1362)
00:00.0,-75.461965,4.725247,gps,2(T5H-1362)
01:00.0,-75.458537,4.725022,gps,2(T5H-1362)
01:00.0,-75.463505,4.725203,gps,2(T5H-1362)
01:00.0,-75.46279,4.72633,gps,2(T5H-1362)
00:00.0,-75.46276,4.726233,gps,2(T5H-1362)
01:00.0,-75.463153,4.725903,gps,2(T5H-1362)
00:00.0,-75.462777,4.72608,gps,2(T5H-1362)
00:00.0,-75.462875,4.725923,gps,2(T5H-1362)
01:00.0,-75.462655,4.725,gps,2(T5H-1362)
01:00.0,-75.46204,4.725115,gps,2(T5H-1362)
01:00.0,-75.462323,4.72512,gps,2(T5H-1362)
01:00.0,-75.462673,4.725145,gps,2(T5H-1362)
01:00.0,-75.463303,4.72553,gps,2(T5H-1362)
00:00.0,-75.462682,4.725793,gps,2(T5H-1362)
01:00.0,-75.462563,4.725607,gps,2(T5H-1362)
01:00.0,-75.462683,4.725635,gps,2(T5H-1362)
01:00.0,-75.46186,4.725755,gps,2(T5H-1362)
01:00.0,-75.46185,4.725755,gps,2(T5H-1362)
01:00.0,-75.462852,4.726288,gps,2(T5H-1362)
00:00.0,-75.46419,4.726152,gps,2(T5H-1362)
01:00.0,-75.462922,4.726545,gps,2(T5H-1362)
00:00.0,-75.462903,4.726413,gps,2(T5H-1362)
01:00.0,-75.46322,4.726093,gps,2(T5H-1362)
01:00.0,-75.46166,4.726218,gps,2(T5H-1362)
01:00.0,-75.461485,4.726175,gps,2(T5H-1362)
00:00.0,-75.461628,4.7259,gps,2(T5H-1362)
00:00.0,-75.46153,4.725918,gps,2(T5H-1362)
01:00.0,-75.461585,4.72652,gps,2(T5H-1362)
01:00.0,-75.462062,4.72677,gps,2(T5H-1362)
01:00.0,-75.461508,4.726457,gps,2(T5H-1362)
00:00.0,-75.461505,4.726588,gps,2(T5H-1362)
00:00.0,-75.461268,4.726682,gps,2(T5H-1362)
01:00.0,-75.460975,4.726898,gps,2(T5H-1362)
00:00.0,-75.461212,4.72659,gps,2(T5H-1362)
00:00.0,-75.460297,4.726183,gps,2(T5H-1362)
01:00.0,-75.46012,4.726068,gps,2(T5H-1362)
01:00.0,-75.459957,4.726128,gps,2(T5H-1362)
01:00.0,-75.459578,4.726293,gps,2(T5H-1362)
01:00.0,-75.459098,4.725262,gps,2(T5H-1362)
01:00.0,-75.458955,4.72549,gps,2(T5H-1362)
00:00.0,-75.45924,4.72525,gps,2(T5H-1362)
01:00.0,-75.459272,4.726443,gps,2(T5H-1362)
00:00.0,-75.459212,4.72604,gps,2(T5H-1362)
01:00.0,-75.459177,4.72623,gps,2(T5H-1362)
01:00.0,-75.459472,4.726718,gps,2(T5H-1362)
00:00.0,-75.460003,4.726508,gps,2(T5H-1362)
00:00.0,-75.460112,4.726105,gps,2(T5H-1362)
00:00.0,-75.460438,4.726227,gps,2(T5H-1362)
01:00.0,-75.460657,4.72613,gps,2(T5H-1362)
00:00.0,-75.460282,4.726308,gps,2(T5H-1362)
01:00.0,-75.460713,4.726152,gps,2(T5H-1362)
01:00.0,-75.460588,4.726618,gps,2(T5H-1362)
01:00.0,-75.460873,4.726575,gps,2(T5H-1362)
00:00.0,-75.460597,4.72607,gps,2(T5H-1362)
00:00.0,-75.460773,4.725827,gps,2(T5H-1362)
01:00.0,-75.460773,4.726208,gps,2(T5H-1362)
00:00.0,-75.461183,4.726492,gps,2(T5H-1362)
00:00.0,-75.460742,4.726703,gps,2(T5H-1362)
01:00.0,-75.46058,4.726128,gps,2(T5H-1362)
01:00.0,-75.460822,4.727153,gps,2(T5H-1362)
01:00.0,-75.461658,4.726615,gps,2(T5H-1362)
01:00.0,-75.46252,4.72645,gps,2(T5H-1362)
01:00.0,-75.462038,4.727323,gps,2(T5H-1362)
01:00.0,-75.46147,4.726327,gps,2(T5H-1362)
01:00.0,-75.461065,4.72613,gps,2(T5H-1362)
01:00.0,-75.461113,4.726463,gps,2(T5H-1362)
00:00.0,-75.461312,4.726343,gps,2(T5H-1362)
00:00.0,-75.461403,4.726595,gps,2(T5H-1362)
01:00.0,-75.461088,4.726495,gps,2(T5H-1362)
01:00.0,-75.45766,4.724882,gps,2(T5H-1362)
00:00.0,-75.454892,4.723795,gps,2(T5H-1362)
00:00.0,-75.455402,4.72146,gps,2(T5H-1362)
01:00.0,-75.458398,4.725352,gps,2(T5H-1362)
00:00.0,-75.458112,4.724885,gps,2(T5H-1362)
00:00.0,-75.458238,4.724845,gps,2(T5H-1362)
00:00.0,-75.458822,4.724503,gps,2(T5H-1362)
01:00.0,-75.458115,4.724353,gps,2(T5H-1362)
00:00.0,-75.458332,4.725022,gps,2(T5H-1362)
01:00.0,-75.45825,4.72486,gps,2(T5H-1362)
01:00.0,-75.457552,4.724917,gps,2(T5H-1362)
01:00.0,-75.458027,4.724825,gps,2(T5H-1362)
00:00.0,-75.458243,4.724915,gps,2(T5H-1362)
01:00.0,-75.458103,4.724897,gps,2(T5H-1362)
00:00.0,-75.458307,4.724788,gps,2(T5H-1362)
01:00.0,-75.458477,4.725273,gps,2(T5H-1362)
01:00.0,-75.458157,4.724735,gps,2(T5H-1362)
00:00.0,-75.458622,4.725303,gps,2(T5H-1362)
01:00.0,-75.458217,4.724947,gps,2(T5H-1362)
00:00.0,-75.458297,4.724637,gps,2(T5H-1362)
01:00.0,-75.457808,4.72417,gps,2(T5H-1362)
01:00.0,-75.458105,4.72459,gps,2(T5H-1362)
00:00.0,-75.457547,4.724762,gps,2(T5H-1362)
00:00.0,-75.457883,4.724055,gps,2(T5H-1362)
01:00.0,-75.457302,4.727225,gps,2(T5H-1362)
00:00.0,-75.457907,4.724502,gps,2(T5H-1362)
00:00.0,-75.455928,4.724567,gps,2(T5H-1362)
01:00.0,-75.458077,4.724618,gps,2(T5H-1362)
01:00.0,-75.456067,4.724642,gps,2(T5H-1362)
00:00.0,-75.458462,4.726007,gps,2(T5H-1362)
01:00.0,-75.45787,4.724363,gps,2(T5H-1362)
01:00.0,-75.457855,4.72434,gps,2(T5H-1362)
00:00.0,-75.458445,4.724635,gps,2(T5H-1362)
00:00.0,-75.458342,4.724625,gps,2(T5H-1362)
01:00.0,-75.458208,4.724745,gps,2(T5H-1362)
00:00.0,-75.457578,4.724105,gps,2(T5H-1362)
01:00.0,-75.45815,4.724565,gps,2(T5H-1362)
00:00.0,-75.458402,4.724855,gps,2(T5H-1362)
01:00.0,-75.457683,4.7246,gps,2(T5H-1362)
01:00.0,-75.45808,4.724765,gps,2(T5H-1362)
01:00.0,-75.458665,4.725727,gps,2(T5H-1362)
01:00.0,-75.45822,4.725698,gps,2(T5H-1362)
01:00.0,-75.458273,4.725007,gps,2(T5H-1362)
01:00.0,-75.45801,4.72515,gps,2(T5H-1362)
01:00.0,-75.458298,4.725088,gps,2(T5H-1362)
01:00.0,-75.45842,4.725008,gps,2(T5H-1362)
00:00.0,-75.458047,4.724805,gps,2(T5H-1362)
00:00.0,-75.45846,4.725067,gps,2(T5H-1362)
00:00.0,-75.458187,4.724912,gps,2(T5H-1362)
00:00.0,-75.458312,4.724982,gps,2(T5H-1362)
01:00.0,-75.458382,4.725195,gps,2(T5H-1362)
00:00.0,-75.458228,4.724887,gps,2(T5H-1362)
00:00.0,-75.45837,4.725132,gps,2(T5H-1362)
01:00.0,-75.458422,4.724933,gps,2(T5H-1362)
01:00.0,-75.458365,4.724777,gps,2(T5H-1362)
01:00.0,-75.458428,4.725062,gps,2(T5H-1362)
00:00.0,-75.457542,4.725253,gps,2(T5H-1362)
01:00.0,-75.458543,4.72535,gps,2(T5H-1362)
01:00.0,-75.45836,4.72487,gps,2(T5H-1362)
00:00.0,-75.45834,4.725027,gps,2(T5H-1362)
00:00.0,-75.45812,4.72513,gps,2(T5H-1362)
01:00.0,-75.45849,4.725173,gps,2(T5H-1362)
00:00.0,-75.458345,4.725055,gps,2(T5H-1362)
00:00.0,-75.458308,4.725175,gps,2(T5H-1362)
01:00.0,-75.458383,4.724978,gps,2(T5H-1362)
01:00.0,-75.458285,4.725128,gps,2(T5H-1362)
01:00.0,-75.458437,4.725108,gps,2(T5H-1362)
00:00.0,-75.458292,4.725093,gps,2(T5H-1362)
01:00.0,-75.458452,4.72531,gps,2(T5H-1362)
01:00.0,-75.458463,4.725673,gps,2(T5H-1362)
01:00.0,-75.457918,4.724597,gps,2(T5H-1362)
01:00.0,-75.458295,4.725028,gps,2(T5H-1362)
01:00.0,-75.458412,4.725075,gps,2(T5H-1362)
01:00.0,-75.458345,4.725022,gps,2(T5H-1362)
00:00.0,-75.458467,4.72517,gps,2(T5H-1362)
