timestamp,location-long,location-lat,sensor-type,individual-local-identifier
00:00.0,-115.42522,51.6623,gps,85
00:00.0,-115.42303,51.66001,gps,85
00:00.0,-115.42687,51.66335,gps,85
00:00.0,-115.42687,51.66345,gps,85
00:00.0,-115.42684,51.6635,gps,85
00:00.0,-115.42678,51.66348,gps,85
00:00.0,-115.42766,51.66344,gps,85
00:00.0,-115.42621,51.6659,gps,85
00:00.0,-115.42624,51.66586,gps,85
00:00.0,-115.42232,51.66185,gps,85
00:00.0,-115.52179,51.62991,gps,85
00:00.0,-115.67132,51.5842,gps,85
00:00.0,-115.67028,51.58553,gps,85
00:00.0,-115.67048,51.58554,gps,85
00:00.0,-115.6705,51.58563,gps,85
00:00.0,-115.6711,51.58563,gps,85
00:00.0,-115.6716,51.58573,gps,85
00:00.0,-115.67003,51.58493,gps,85
00:00.0,-115.66967,51.58425,gps,85
00:00.0,-115.68136,51.57428,gps,85
00:00.0,-115.72909,51.51653,gps,85
00:00.0,-115.69068,51.45865,gps,85
00:00.0,-115.65796,51.50136,gps,85
00:00.0,-115.56648,51.56664,gps,85
00:00.0,-115.55089,51.58024,gps,85
00:00.0,-115.5509,51.58068,gps,85
00:00.0,-115.55072,51.58057,gps,85
00:00.0,-115.53367,51.60166,gps,85
00:00.0,-115.51237,51.6134,gps,85
00:00.0,-115.48052,51.61718,gps,85
00:00.0,-115.42098,51.64132,gps,85
00:00.0,-115.4215,51.64212,gps,85
00:00.0,-115.44816,51.63657,gps,85
00:00.0,-115.51715,51.62787,gps,85
00:00.0,-115.64313,51.58767,gps,85
00:00.0,-115.67122,51.58566,gps,85
00:00.0,-115.67123,51.58553,gps,85
00:00.0,-115.67112,51.58544,gps,85
00:00.0,-115.67054,51.58522,gps,85
00:00.0,-115.67184,51.5854,gps,85
00:00.0,-115.65469,51.5851,gps,85
00:00.0,-115.67031,51.58557,gps,85
00:00.0,-115.66994,51.58528,gps,85
00:00.0,-115.67078,51.58611,gps,85
00:00.0,-115.67424,51.59284,gps,85
00:00.0,-115.66498,51.59901,gps,85
00:00.0,-115.70795,51.60284,gps,85
00:00.0,-115.70037,51.59253,gps,85
00:00.0,-115.70134,51.60021,gps,85
00:00.0,-115.67267,51.58567,gps,85
00:00.0,-115.69742,51.5954,gps,85
00:00.0,-115.68105,51.58859,gps,85
00:00.0,-115.67066,51.58491,gps,85
00:00.0,-115.6705,51.5852,gps,85
00:00.0,-115.67052,51.5852,gps,85
00:00.0,-115.67,51.58545,gps,85
00:00.0,-115.67004,51.58546,gps,85
00:00.0,-115.6712,51.58596,gps,85
00:00.0,-115.67136,51.58589,gps,85
00:00.0,-115.71051,51.60387,gps,85
00:00.0,-115.71469,51.60811,gps,85
00:00.0,-115.70947,51.61796,gps,85
00:00.0,-115.69962,51.60641,gps,85
00:00.0,-115.6706,51.58594,gps,85
00:00.0,-115.66816,51.58648,gps,85
00:00.0,-115.58398,51.62813,gps,85
00:00.0,-115.56523,51.67742,gps,85
00:00.0,-115.50705,51.65912,gps,85
00:00.0,-115.47639,51.65906,gps,85
00:00.0,-115.45515,51.6878,gps,85
00:00.0,-115.45788,51.68173,gps,85
00:00.0,-115.45462,51.68753,gps,85
00:00.0,-115.45443,51.68756,gps,85
00:00.0,-115.4548,51.6877,gps,85
00:00.0,-115.46897,51.66118,gps,85
00:00.0,-115.47798,51.62235,gps,85
00:00.0,-115.56415,51.63221,gps,85
00:00.0,-115.67053,51.58408,gps,85
00:00.0,-115.67032,51.58407,gps,85
00:00.0,-115.67044,51.58389,gps,85
00:00.0,-115.67364,51.58522,gps,85
00:00.0,-115.67349,51.58528,gps,85
00:00.0,-115.68012,51.5668,gps,85
00:00.0,-115.67739,51.54506,gps,85
00:00.0,-115.67971,51.55519,gps,85
00:00.0,-115.67065,51.58522,gps,85
00:00.0,-115.68078,51.55542,gps,85
00:00.0,-115.68097,51.5557,gps,85
00:00.0,-115.66781,51.58411,gps,85
00:00.0,-115.67031,51.58542,gps,85
00:00.0,-115.67322,51.58542,gps,85
00:00.0,-115.67332,51.58539,gps,85
00:00.0,-115.67395,51.58501,gps,85
00:00.0,-115.67394,51.58506,gps,85
00:00.0,-115.67411,51.58514,gps,85
00:00.0,-115.67086,51.58464,gps,85
00:00.0,-115.6766,51.59052,gps,85
